Asc	Asp	Cr	GABA	GPC	GSH	Gln	Glu	Lac	NAA	NAAG	PCh	PCr	PE	Tau	bHB	mI	sI	CrCH2	tCho	tCr	tNAA	Glx	Lip13a	Lip13b	Lip09	MM09	Lip20	MM20	MM12	MM14	MM17
0.000134	0.00014	0.000333	8.5e-05	0.000132	8.79e-05	0.000196	0.000738	2.22e-05	0.00104	0.000114	2.05e-05	0.000388	0	8.14e-05	1.01e-05	0.000597	1.47e-05	0	0.000153	0.000721	0.00116	0.000934	0	3.7e-05	1.15e-05	0.000214	0	0.000154	0.000111	0.000121	4.35e-05
8.26e-05	0.000172	0.000329	7.92e-05	0.000135	8.97e-05	0.000177	0.000599	4.16e-05	0.0011	0.000133	2.09e-05	0.000404	0	8.96e-05	0	0.000618	1.71e-05	0	0.000156	0.000733	0.00123	0.000777	0	5.41e-05	9.28e-06	0.000235	0	0.000243	0.000145	0	0.000115
7.18e-05	0.000167	0.000358	8.65e-05	0.000148	5.89e-05	0.000219	0.000741	5.15e-05	0.00103	0.000186	0	0.000401	0	8.06e-05	1.51e-05	0.000537	5.37e-05	0	0.000148	0.000759	0.00122	0.00096	0	5.87e-05	7.61e-05	7.69e-05	9.7e-05	9.07e-05	0.000169	0	0.000345
7.77e-05	0.000157	0.000303	7.05e-05	0.000124	6.68e-05	0.000138	0.000624	6.07e-05	0.000962	0.00021	2.42e-05	0.000403	0	7.13e-05	1.08e-05	0.000487	5.08e-05	0	0.000148	0.000706	0.00117	0.000762	0	2.63e-05	0	0.000229	7.51e-06	0.000215	0.000139	0	0.000189
6.99e-05	0.000166	0.000316	6.29e-05	9.76e-05	6.32e-05	0.000187	0.000628	5.44e-05	0.000971	0.000171	5.84e-05	0.000385	0	9.21e-05	1.04e-06	0.000611	1.8e-05	0	0.000156	0.000702	0.00114	0.000815	0.000195	6.8e-05	2.92e-05	0.000251	0	0.000262	0.000138	0	0.000218
0.00016	0.000145	0.000348	7.28e-05	0.000162	8.93e-05	0.000122	0.000691	4.6e-05	0.00102	0.000194	0	0.000386	0	9.84e-05	9.68e-06	0.000595	1.68e-05	0	0.000162	0.000734	0.00121	0.000813	7.25e-05	5.1e-05	7.24e-05	0.000112	5.96e-06	9.53e-05	5.52e-05	0	0.000181
4.66e-05	0.000172	0.000341	8.59e-05	8.36e-05	7.86e-05	0.000156	0.000766	3.21e-05	0.000979	0.000145	6.03e-05	0.000383	0	9.7e-05	2.76e-05	0.00062	2.81e-05	0	0.000144	0.000724	0.00112	0.000921	0	4.64e-05	6.1e-06	0.000173	0	0.000194	7.34e-05	0	0.000115
5.05e-05	0.00018	0.000334	8.48e-05	0.000111	6.6e-05	0.000242	0.000762	4.09e-05	0.00107	0.000175	4.11e-05	0.000427	0	0.000115	6.46e-06	0.000665	3.3e-05	0	0.000152	0.000762	0.00124	0.001	0	3.77e-05	1.4e-07	0.000268	0	0.000294	0.000148	0.000209	0.00015
9.19e-05	0.000128	0.000385	5.7e-05	0.000161	6e-05	0.000163	0.000713	6.77e-05	0.000935	0.000187	0	0.000423	0	0.00011	8.28e-06	0.000638	5.03e-05	0	0.000161	0.000809	0.00112	0.000875	8.83e-05	9.92e-05	7.93e-05	0.000157	1.03e-05	0.000253	4.91e-05	0.000344	0
8.53e-05	0.00016	0.000366	7.99e-05	0.000166	7.38e-05	0.00017	0.000623	4.39e-05	0.00105	0.000111	0	0.000435	0	9.36e-05	1.38e-05	0.000642	5.2e-05	0	0.000166	0.0008	0.00116	0.000793	0.000411	4.95e-05	0.000148	9.68e-05	2.35e-05	0.000141	3.39e-05	0.000266	0
