Asc	Asp	Cr	GABA	GPC	GSH	Gln	Glu	Lac	NAA	NAAG	PCh	PCr	PE	Tau	bHB	mI	sI	CrCH2	tCho	tCr	tNAA	Glx	Lip13a	Lip13b	Lip09	MM09	Lip20	MM20	MM12	MM14	MM17
999	53	999	8	999	15	28	3	999	3	103	54	999	999	52	33	86	999	999	54	999	1	3	999	999	999	7	999	52	73	18	43
999	54	999	6	999	14	15	3	999	1	999	49	999	999	56	162	105	999	999	49	999	1	2	999	150	176	3	167	32	63	999	14
999	47	999	6	999	12	17	3	999	2	69	246	250	999	42	114	73	999	555	246	250	1	3	65	999	68	10	54	538	37	25	999
999	64	999	8	999	17	29	3	71	2	40	999	58	999	49	125	132	999	553	999	58	1	3	81	999	81	9	75	44	52	28	33
999	52	999	7	999	14	18	4	59	2	10	46	999	999	43	37	35	999	999	46	999	1	3	163	999	158	8	125	36	41	31	999
999	66	999	7	999	16	25	3	201	2	39	284	455	999	53	28	65	999	629	284	455	1	3	219	255	120	9	102	35	51	35	999
999	43	999	6	999	14	18	3	50	2	999	999	39	999	40	44	70	999	331	999	39	1	2	999	999	999	3	404	999	37	19	32
999	56	999	6	999	14	17	3	999	1	8	46	999	999	44	23	50	999	999	46	999	1	2	19	999	22	4	23	155	215	371	62
999	46	999	8	999	15	19	4	999	1	999	40	999	999	40	24	76	999	999	40	999	1	3	34	999	44	8	42	78	98	999	20
999	52	999	7	999	16	15	4	63	2	31	200	506	999	45	61	111	999	999	200	506	1	3	999	496	999	3	333	34	36	999	19
999	49	999	8	999	28	22	4	257	1	999	999	43	999	42	49	107	999	401	999	43	1	3	129	999	140	9	105	34	49	35	325
999	999	999	6	999	19	15	4	36	2	60	114	999	999	75	28	54	999	999	114	999	1	3	497	999	477	4	366	47	47	63	999
999	51	999	8	999	15	15	4	826	2	16	46	999	999	45	34	142	999	999	46	999	1	3	55	999	64	5	78	46	52	999	20
999	60	999	8	999	17	14	4	68	2	14	56	999	999	52	35	98	999	999	56	999	1	3	143	999	146	9	129	64	54	999	13
999	40	999	7	999	18	13	3	30	1	999	118	999	999	37	30	32	999	999	118	999	1	2	999	999	999	4	999	34	56	112	16
999	61	999	8	999	14	19	3	159	2	14	260	658	999	48	117	144	999	999	260	658	1	3	999	999	999	4	999	83	39	62	24
999	37	999	6	999	15	18	3	75	1	999	35	999	999	37	33	65	999	999	35	999	1	2	999	999	999	3	999	92	55	30	999
999	34	999	6	999	11	17	3	61	3	225	31	999	999	35	25	87	999	999	31	999	1	2	999	999	999	3	435	122	59	40	199
999	50	999	7	999	14	19	3	49	2	18	46	999	999	44	38	715	999	999	46	999	1	2	999	999	999	3	596	46	49	134	999
999	56	999	7	999	12	17	3	459	2	15	48	999	999	46	60	146	999	999	48	999	1	2	999	257	517	4	185	45	46	37	999
999	59	999	7	999	14	18	3	52	2	44	51	999	999	48	47	52	999	999	51	999	1	3	175	999	186	4	166	37	59	111	999
999	43	999	7	999	14	14	4	67	2	27	42	999	999	44	44	79	999	999	42	999	1	3	999	999	999	4	587	41	47	50	33
999	999	999	8	999	13	17	3	140	1	999	244	999	999	190	39	108	999	999	244	999	1	3	98	999	108	4	89	30	63	31	35
999	66	999	7	999	14	14	3	999	2	19	999	59	999	52	34	60	999	457	999	59	1	2	47	999	67	5	56	73	59	99	30
999	63	999	7	999	11	15	3	999	2	13	60	999	999	49	30	41	999	999	60	999	1	2	999	43	101	3	99	71	41	51	35
999	58	999	7	999	12	16	3	61	1	999	55	999	999	50	39	49	999	999	55	999	1	2	190	999	347	4	162	38	46	50	999
999	136	999	8	999	14	21	4	999	1	999	92	999	999	77	38	85	999	999	92	999	1	3	999	94	108	3	102	40	999	32	18
999	71	999	8	999	15	17	3	999	1	999	89	999	999	69	29	66	999	999	89	999	1	2	15	999	17	17	64	999	122	999	58
999	159	999	7	999	17	15	4	41	2	21	96	999	999	75	66	195	999	999	96	999	1	3	345	999	329	7	198	27	36	999	25
999	54	999	8	999	15	14	4	999	2	17	46	999	999	47	33	89	999	999	46	999	1	3	999	28	50	4	61	41	39	999	19
