Asc	Asp	Cr	GABA	GPC	GSH	Gln	Glu	Lac	NAA	NAAG	PCh	PCr	PE	Tau	bHB	mI	sI	CrCH2	tCho	tCr	tNAA	Glx	Lip13a	Lip13b	Lip09	MM09	Lip20	MM20	MM12	MM14	MM17
1.08e-09	4.82e-09	0	2.8e-09	1.36e-08	9.87e-09	2.47e-08	5.12e-07	3.32e-08	6.3e-08	2.27e-09	1.39e-09	0	1.77e-08	3.96e-09	3.52e-09	1.41e-07	0	7.81e-10	1.49e-08	0	6.52e-08	5.37e-07	9.84e-05	0	2.63e-05	0	1.48e-05	0	1.36e-08	0	0
2.58e-09	5.8e-09	0	4.16e-09	1.65e-08	9.65e-09	1.81e-08	7.01e-07	0	8.3e-08	0	5.88e-09	0	7.39e-09	6.08e-09	1.21e-08	1.2e-07	0	9.06e-10	2.24e-08	0	8.3e-08	7.2e-07	0.000141	0	2.1e-05	0	2.49e-05	0	0	0	0
4.26e-09	6.59e-09	0	4.13e-09	1.95e-08	1.16e-08	4.7e-08	5.74e-07	0	7.79e-08	0	3.78e-09	0	0	5.61e-09	9.65e-09	1.06e-07	0	6.64e-10	2.33e-08	0	7.79e-08	6.21e-07	0.000135	0	1.5e-05	0	3.03e-05	0	0	0	0
3.22e-09	5.48e-09	0	3.74e-09	1.74e-08	1.38e-08	3.43e-08	7.02e-07	0	7.76e-08	0	2.33e-09	0	2.92e-10	6.58e-09	1.01e-08	1.74e-07	0	1.62e-09	1.98e-08	0	7.76e-08	7.37e-07	0.000138	0	3.66e-05	0	2.08e-05	1.6e-07	6.88e-09	0	0
1.95e-09	2.66e-08	0	1.66e-08	1.81e-08	1.45e-08	3.38e-08	1.01e-06	0	9.2e-08	0	5.25e-09	4.01e-07	0	2.68e-08	1.05e-08	7.51e-08	0	4.15e-08	2.34e-08	4.01e-07	9.2e-08	1.05e-06	0.000151	0	1.5e-05	0	2.92e-05	0	0	0	0
4.37e-09	0	0	1.34e-08	2.06e-08	1.23e-08	3.05e-08	8.15e-07	0	9.34e-08	0	6.4e-09	1.44e-06	0	1.18e-08	9.88e-09	1.19e-07	0	2.46e-07	2.7e-08	1.44e-06	9.34e-08	8.45e-07	0.000151	0	4.02e-05	0	2.26e-05	0	0	0	0
6.26e-10	6.95e-09	0	4.37e-09	2.12e-08	1.65e-08	4.12e-08	8.46e-07	0	9.26e-08	0	3.84e-09	0	0	8.42e-09	1.28e-08	1.19e-07	1.42e-07	2.47e-09	2.51e-08	0	9.26e-08	8.87e-07	0.00014	0	1.11e-05	0	3.45e-05	0	0	0	0
9.43e-10	6.27e-09	0	4.57e-09	1.52e-08	1.41e-08	2.38e-08	9.34e-07	0	9.03e-08	0	9.69e-09	0	0	5.88e-09	9.94e-09	1.15e-07	3.84e-07	2.33e-09	2.49e-08	0	9.03e-08	9.58e-07	0.000146	0	2.48e-05	0	2.87e-05	0	0	0	0
2.94e-09	5.85e-09	0	3.97e-09	1.94e-08	1.26e-08	2.78e-08	8.49e-07	0	8.13e-08	0	0	0	0	4.36e-09	1.09e-08	1.26e-07	2.2e-07	2.37e-10	1.94e-08	0	8.13e-08	8.77e-07	0.000134	0	1.32e-05	0	2.42e-05	0	0	0	0
2.53e-09	6.51e-09	0	4.47e-09	1.65e-08	1.4e-08	3.26e-08	6.81e-07	0	8.53e-08	1.86e-09	6.48e-09	0	0	7.95e-09	1.13e-08	1.58e-07	1.11e-07	1.73e-10	2.29e-08	0	8.72e-08	7.14e-07	0.000146	0	7.51e-06	0	2.7e-05	0	0	0	0
3.94e-09	6.14e-09	0	4.4e-09	1.79e-08	1.15e-08	3.06e-08	8.09e-07	0	8.73e-08	0	5.34e-09	0	2.52e-10	6.2e-09	1.23e-08	1.32e-07	0	6.32e-10	2.33e-08	0	8.73e-08	8.4e-07	0.00015	0	1.36e-05	0	2.58e-05	0	0	0	0
1.02e-09	8.48e-09	0	4.09e-09	1.86e-08	1.3e-08	3.1e-08	8.69e-07	3.27e-08	9e-08	4.92e-10	4.29e-09	0	7.76e-09	5.36e-09	7.75e-09	1.95e-07	9.12e-08	2.49e-10	2.29e-08	0	9.05e-08	9e-07	9.19e-05	0	2.08e-05	0	1.84e-05	0	1.61e-07	0	0
1.12e-09	6.58e-09	0	4.48e-09	1.49e-08	1.12e-08	5.26e-08	6.25e-07	0	8.41e-08	0	7.16e-09	0	0	4.83e-09	9.54e-09	1.25e-07	0	3.3e-11	2.2e-08	0	8.41e-08	6.77e-07	0.00013	0	1.32e-05	0	1.45e-05	0	0	0	0
4.34e-09	6.37e-09	0	4.03e-09	1.44e-08	1.06e-08	3.31e-08	7.68e-07	0	7.67e-08	0	9.45e-09	0	0	4.93e-09	9.01e-09	1.76e-07	0	5.64e-10	2.38e-08	0	7.67e-08	8.02e-07	0.000134	0	1.22e-05	0	2.43e-05	0	0	0	0
2.02e-09	9.11e-09	0	1.1e-08	1.27e-08	7.89e-09	3.09e-08	4.62e-07	0	7.21e-08	7.66e-10	8.92e-09	3.05e-07	1.91e-09	0	8.54e-09	7.45e-08	0	3.62e-08	2.16e-08	3.05e-07	7.28e-08	4.93e-07	0	0.000149	1.76e-06	0	6.97e-06	0	2.15e-08	0	0
