Asc	Asp	Cr	GABA	GPC	GSH	Gln	Glu	Lac	NAA	NAAG	PCh	PCr	PE	Tau	bHB	mI	sI	CrCH2	tCho	tCr	tNAA	Glx	Lip13a	Lip13b	Lip09	MM09	Lip20	MM20	MM12	MM14	MM17
69	121	999	105	9	7	128	25	999	2	999	999	999	999	191	14	11	999	999	9	999	2	24	4	999	43	999	22	999	999	999	999
36	122	999	103	8	8	106	26	999	2	999	999	999	243	85	18	14	999	999	8	999	2	24	5	999	42	999	31	999	999	999	999
700	102	999	124	9	7	49	18	999	2	999	999	999	999	301	16	13	95	999	9	999	2	16	4	999	22	999	22	999	999	999	999
42	104	999	118	8	7	48	18	999	2	999	999	999	643	235	20	14	999	999	8	999	2	16	4	999	34	999	20	999	999	999	999
32	240	999	384	18	8	149	19	14	2	999	102	999	999	999	23	18	999	999	9	999	2	18	25	999	77	999	38	999	999	999	999
999	60	999	61	13	14	999	56	68	4	999	999	999	999	66	32	14	45	999	13	999	4	56	58	999	57	999	58	999	999	999	999
382	125	999	125	10	9	90	19	11	3	88	999	999	77	235	30	12	374	999	10	999	3	18	20	999	47	999	44	999	999	999	999
129	116	999	99	18	7	84	19	999	2	999	95	999	604	185	15	11	58	999	10	999	2	18	4	999	53	999	41	999	999	999	999
999	114	999	130	8	8	75	20	999	2	999	999	999	999	147	17	16	454	999	8	999	2	18	4	999	46	999	23	999	999	999	999
119	98	999	100	21	10	23	23	999	2	999	61	112	135	78	34	26	999	138	8	112	2	22	56	25	116	999	33	999	999	999	999
48	94	999	139	10	7	49	24	11	2	999	999	999	999	825	21	8	999	999	10	999	2	19	50	999	53	487	60	999	999	999	999
39	97	999	104	8	7	65	16	999	3	999	999	999	999	296	15	11	45	999	8	999	3	15	5	999	33	999	32	999	999	999	999
999	110	999	601	21	10	88	42	999	2	999	39	25	39	116	16	85	999	132	8	25	2	40	4	999	47	999	97	999	999	999	999
233	325	999	423	21	8	148	25	999	2	999	36	27	100	62	23	35	999	146	8	27	2	24	139	34	999	999	41	999	999	999	999
64	132	999	124	25	7	122	27	10	3	999	152	999	999	999	25	11	104	999	12	999	3	25	22	999	45	999	39	999	643	999	999
156	127	999	131	22	9	41	29	9	4	74	262	999	35	149	53	16	999	999	14	999	5	28	17	999	17	999	17	999	999	999	999
55	125	999	105	20	9	242	23	999	2	999	71	999	83	114	13	20	999	999	9	999	2	22	4	999	34	999	27	999	999	999	999
32	113	999	108	16	7	154	28	999	2	999	109	999	999	126	16	21	999	999	9	999	2	27	4	999	45	999	22	999	999	999	999
54	136	999	120	21	8	19	25	999	4	999	197	999	999	109	17	15	999	999	12	999	4	24	5	999	5	999	6	999	999	999	999
83	82	999	79	18	6	227	18	999	2	999	76	102	999	75	17	34	999	155	9	102	2	18	4	999	49	999	26	999	999	999	999
38	999	999	381	19	8	21	22	999	2	999	78	46	999	216	19	23	999	164	9	46	2	21	4	999	4	999	4	999	999	999	999
297	133	999	127	19	6	109	24	999	2	999	130	999	999	105	15	24	282	999	10	999	2	23	5	999	72	999	25	999	999	999	999
182	132	999	109	22	7	157	19	999	2	999	42	999	999	135	18	22	96	999	9	999	2	19	4	999	34	999	26	999	999	999	999
48	118	999	104	8	7	115	19	999	2	999	999	999	999	152	15	18	149	999	8	999	2	19	4	999	51	999	28	999	999	999	999
60	120	999	105	19	6	154	25	999	2	121	59	999	999	94	15	15	309	999	10	999	3	24	4	999	101	999	32	999	999	999	999
36	119	999	100	18	7	215	20	999	2	999	74	999	999	113	13	18	999	999	9	999	2	20	4	999	50	999	26	999	999	999	999
172	103	999	129	23	8	98	22	15	3	515	124	999	98	157	28	15	429	999	11	999	3	21	20	999	42	999	46	999	999	999	999
133	146	999	130	22	8	117	27	999	2	999	57	999	999	186	17	19	999	999	10	999	2	25	5	999	55	999	51	999	999	999	999
31	117	999	112	21	8	179	21	999	2	999	40	999	999	144	17	13	999	999	8	999	2	20	4	999	53	999	26	999	999	999	999
62	294	999	155	27	9	175	32	999	2	246	48	117	303	999	23	29	999	236	9	117	3	30	999	33	353	999	119	999	999	999	999
