Asc	Asp	Cr	GABA	GPC	GSH	Gln	Glu	Lac	NAA	NAAG	PCh	PCr	PE	Tau	bHB	mI	sI	CrCH2	tCho	tCr	tNAA	Glx	Lip13a	Lip13b	Lip09	MM09	Lip20	MM20	MM12	MM14	MM17
1.36e-08	2.12e-07	9.12e-08	5.95e-08	4.68e-08	1.43e-07	3.62e-07	0	7.79e-08	1.4e-06	8.77e-08	0	3.41e-07	1.63e-07	1.1e-07	6.69e-08	6.45e-07	3.58e-07	4.46e-08	4.68e-08	4.32e-07	1.48e-06	3.62e-07	0	0	0	4.99e-07	1e-10	7.5e-07	1.49e-07	3.73e-07	1.87e-07
1.74e-07	2.03e-07	4.13e-07	5.62e-08	0	1.37e-07	2.86e-07	0	7.5e-08	1.05e-06	5.77e-08	1.16e-07	1.21e-07	2.75e-07	7.29e-08	6.14e-08	5.89e-07	0	5.17e-08	1.16e-07	5.33e-07	1.11e-06	2.86e-07	0	0	0	4.42e-10	6.93e-11	1.28e-09	0	0	1.16e-09
2.01e-07	1.78e-07	4.92e-07	6.99e-08	3.43e-08	6.95e-08	1.67e-07	0	7e-08	1.14e-06	1.09e-07	1.32e-07	7.74e-08	2.1e-07	1.41e-07	5.15e-08	4.26e-07	2.02e-07	5.39e-08	1.67e-07	5.69e-07	1.25e-06	1.67e-07	0	0	0	2.55e-05	2.82e-11	4.24e-05	6.92e-06	2.36e-05	1.59e-05
1.67e-07	1.05e-07	5.05e-07	9.22e-08	0	6.83e-08	1.58e-07	0	9e-08	1.64e-06	1.2e-07	1.14e-07	5.45e-08	1.72e-07	1.8e-07	2.85e-08	5.91e-07	1.21e-06	5.57e-08	1.14e-07	5.59e-07	1.76e-06	1.58e-07	0	0	0	1.84e-05	2.24e-11	2.88e-05	5.49e-06	1.36e-05	6.65e-06
7.4e-08	1.84e-07	5.09e-07	5.43e-08	4.27e-08	1.09e-07	2.43e-07	0	5.66e-08	6.28e-07	1.31e-07	6.48e-08	1.1e-07	2.03e-07	4.16e-08	3.14e-08	8.24e-07	0	6.07e-08	1.08e-07	6.2e-07	7.59e-07	2.43e-07	0	0	0	2.13e-05	5.48e-08	3.44e-05	6.3e-06	1.79e-05	1.16e-05
4.26e-08	2.22e-07	3.62e-07	4.73e-08	0	1.42e-07	2.98e-07	0	6.34e-08	4.35e-07	1.94e-07	7.32e-08	3.18e-07	1.96e-07	5.61e-08	4.8e-08	6.71e-07	0	6.72e-08	7.32e-08	6.8e-07	6.29e-07	2.98e-07	0	0	8.95e-12	2.47e-06	5.82e-11	4.64e-06	5.78e-07	0	1.62e-06
1.5e-07	1.57e-07	5.09e-07	8.09e-08	0	8.4e-08	2.15e-07	0	6.03e-08	1.72e-06	1.28e-07	1.31e-07	0	2.25e-07	1.16e-07	5.82e-08	6.14e-07	0	5.08e-08	1.31e-07	5.09e-07	1.85e-06	2.15e-07	0	0	0	7.92e-06	3.68e-11	1.19e-05	2.38e-06	5.93e-06	2.97e-06
8.28e-08	2.26e-07	1.94e-07	5.56e-08	0	1.73e-07	3.64e-07	0	7.14e-08	9.85e-07	1.51e-07	7.43e-08	3.94e-07	2.41e-07	3.59e-08	6.18e-08	7.4e-07	0	6.15e-08	7.43e-08	5.88e-07	1.14e-06	3.64e-07	0	0	0	1.93e-05	1.83e-10	6.7e-05	0	0	4.3e-05
9.54e-08	1.84e-07	4.87e-07	6.82e-08	9.27e-09	1.43e-07	2.51e-07	0	9.59e-08	1.47e-06	6.95e-08	8.14e-08	0	2.02e-07	1.5e-07	7.52e-08	5.06e-07	0	5.77e-08	9.07e-08	4.87e-07	1.54e-06	2.51e-07	0	1.49e-05	4.64e-06	0	2.92e-06	0	0	0	0
7.84e-08	1.71e-07	5.58e-07	5.8e-08	0	6.52e-08	1.6e-07	0	1.03e-07	9.4e-07	1.37e-07	1.14e-07	0	1.72e-07	1.05e-07	2.87e-08	5.5e-07	0	5.08e-08	1.14e-07	5.58e-07	1.08e-06	1.6e-07	0	0	0	0	2.2e-11	1.9e-10	0	3.85e-10	4.67e-10
