Asc	Asp	Cr	GABA	GPC	GSH	Gln	Glu	Lac	NAA	NAAG	PCh	PCr	PE	Tau	bHB	mI	sI	CrCH2	tCho	tCr	tNAA	Glx	Lip13a	Lip13b	Lip09	MM09	Lip20	MM20	MM12	MM14	MM17
0	1.97e-07	1.15e-06	3.23e-08	7.58e-07	7.48e-08	7.4e-08	1.82e-07	1.4e-07	2.6e-07	0	0	1.8e-07	0	3.94e-07	2.79e-07	1.62e-07	0	1.66e-07	7.58e-07	1.33e-06	2.6e-07	2.56e-07	0	0	7.09e-07	0.000147	0	0	4.52e-05	0.000181	8.85e-05
0	1.47e-07	2.13e-06	3.08e-08	1.27e-07	6.37e-08	6.02e-08	1.62e-07	1.15e-07	2.1e-07	0	0	0	0	1.43e-07	6.54e-08	0	5.17e-07	1.55e-07	1.27e-07	2.13e-06	2.1e-07	2.22e-07	0	0	1.94e-11	9.23e-05	0	1.16e-05	1.18e-05	0	2.54e-06
2.64e-07	1.07e-07	0	2.95e-08	8.6e-07	3.55e-08	3.37e-08	1.49e-07	3.77e-09	1.64e-07	3.12e-08	0	9.71e-07	0	3.4e-07	2.21e-07	2.91e-08	2.44e-07	8.13e-08	8.6e-07	9.71e-07	1.95e-07	1.82e-07	0	3.23e-05	1.16e-05	9.81e-05	4.22e-06	0	2.88e-05	6.13e-05	0
0	2.42e-07	0	3.14e-08	1.23e-06	2.8e-08	3.34e-08	1.58e-07	0	1.75e-07	2.42e-08	4.32e-07	0	0	1.51e-08	1.27e-07	4.35e-07	5.94e-07	0	1.67e-06	0	1.99e-07	1.91e-07	0	2.3e-05	7.31e-06	8.72e-05	3.36e-06	0	5.84e-06	5.07e-05	0
0	4.04e-07	9.9e-07	2.74e-08	7.86e-07	4.66e-08	6.04e-08	1.8e-07	9.1e-08	1.87e-07	1.66e-08	1.35e-06	0	0	6.75e-07	1.66e-07	1.25e-07	7.27e-07	1.39e-07	2.13e-06	9.9e-07	2.04e-07	2.4e-07	0	0	2.74e-08	0.000102	0	0	1.95e-05	5.64e-05	0
0	1.33e-07	1.72e-06	2.86e-08	0	4.35e-08	4.91e-08	1.74e-07	2.81e-09	1.81e-07	1.75e-08	0	0	0	1.04e-07	1.76e-07	0	6.35e-07	2.11e-07	0	1.72e-06	1.98e-07	2.23e-07	0	0	1.12e-11	8.65e-05	0	0	1.32e-06	0	0
0	3.91e-08	1.07e-06	3.4e-08	2.48e-07	6.37e-08	6.64e-08	2.07e-07	8.43e-08	1.86e-07	3.29e-08	0	0	1.55e-07	1.89e-07	2.46e-07	5.47e-07	1.78e-08	9.22e-08	2.48e-07	1.07e-06	2.18e-07	2.73e-07	0	2.24e-07	6.2e-08	0.000118	3.38e-08	9.94e-05	1.59e-05	7.6e-05	0
0	2.34e-07	1.9e-06	4.43e-08	0	7.12e-08	6.34e-08	2.08e-07	1.37e-07	1.96e-07	1.28e-08	9.5e-07	7.22e-08	0	0	2.25e-07	1.22e-07	1.17e-07	2.29e-07	9.5e-07	1.98e-06	2.08e-07	2.71e-07	0	0	5.34e-11	0.000104	9.51e-12	1.26e-05	3.81e-06	1.39e-05	0
0	2.8e-07	1.76e-07	3.39e-08	1.61e-06	6.7e-08	7.51e-08	2.39e-07	0	2.26e-07	3.42e-08	5.43e-07	6.37e-07	0	6.38e-07	2.14e-07	1.83e-07	1.64e-06	8.29e-08	2.15e-06	8.12e-07	2.6e-07	3.14e-07	0	3.46e-06	9.26e-07	0.00012	5.22e-07	2.25e-05	0	2.25e-05	0
0	1.25e-07	0	2.88e-08	3.73e-07	6.22e-08	6.51e-08	2.12e-07	1.34e-07	2.23e-07	2.65e-08	0	1.31e-06	0	2.7e-07	3.11e-07	0	0	1.36e-07	3.73e-07	1.31e-06	2.49e-07	2.77e-07	0	6.79e-11	6.72e-11	0.000125	0	0	4.57e-06	4.85e-05	3.16e-05
0	3.4e-07	0	4.44e-08	1.94e-06	5.45e-08	4.6e-08	1.75e-07	7.68e-08	1.96e-07	4.55e-08	0	0	0	2.5e-07	3.06e-07	5.38e-07	9.54e-07	0	1.94e-06	0	2.42e-07	2.21e-07	0	0	3.46e-11	0.000105	1.54e-12	0	3.75e-06	4.54e-05	2.26e-05
0	0	1.14e-06	3.8e-08	0	5.37e-08	4.14e-08	1.97e-07	0	1.98e-07	4.49e-08	9.41e-07	0	0	4.22e-08	2.9e-07	2.44e-08	6.14e-07	9.09e-08	9.41e-07	1.14e-06	2.43e-07	2.39e-07	0	1.08e-05	2.9e-06	0.000114	1.62e-06	4.96e-05	3.93e-08	5.32e-05	4.99e-05
0	2.67e-07	0	2.81e-08	1.42e-06	3.97e-08	5.13e-08	2e-07	6.83e-08	2.06e-07	2.96e-08	0	1.05e-06	0	5.25e-07	2.36e-07	5.35e-07	2.67e-07	1.25e-07	1.42e-06	1.05e-06	2.36e-07	2.51e-07	0	1.15e-05	3.46e-06	0.000111	1.72e-06	0	1e-05	4.47e-05	1.73e-05
0	2.18e-07	8.73e-07	3.4e-08	1.37e-06	6.07e-08	6.11e-08	1.82e-07	1.07e-07	2.03e-07	2.4e-08	0	0	0	0	2.27e-07	0	0	1.07e-07	1.37e-06	8.73e-07	2.27e-07	2.43e-07	0	0	3.28e-07	0.000115	1.99e-08	0	1.62e-05	0	0
0	1.49e-07	2.3e-07	3.66e-08	8.09e-07	4.9e-08	4.12e-08	1.77e-07	9.13e-08	1.96e-07	2.6e-08	2.57e-07	0	0	2.45e-07	2.11e-07	1.91e-07	0	2.82e-08	1.07e-06	2.3e-07	2.23e-07	2.18e-07	0	0	1.07e-11	0.000101	0	0	0	1.61e-05	1.13e-05
0	2.9e-07	0	2.5e-08	1.64e-06	4.59e-08	4.93e-08	1.46e-07	1.3e-07	1.86e-07	2.29e-08	8.49e-07	0	0	3.46e-07	1.73e-07	0	1.21e-07	0	2.49e-06	0	2.09e-07	1.95e-07	0	0	2.57e-11	9.74e-05	0	0	4.79e-06	0	0
0	5.58e-07	0	3.05e-08	1.17e-06	3.22e-08	2.94e-08	1.48e-07	0	1.88e-07	2.08e-08	0	0	0	1.67e-07	2.35e-07	0	0	5.76e-10	1.17e-06	0	2.09e-07	1.78e-07	0	1.08e-05	3.08e-06	0.000102	1.69e-06	3.98e-05	1.09e-05	0	1.62e-05
0	1.37e-07	6.89e-07	3.57e-08	4.67e-07	5.29e-08	5.01e-08	2.05e-07	1.1e-07	2.41e-07	2.55e-08	0	0	0	1.41e-07	2.3e-07	2.8e-07	5.23e-07	2.46e-08	4.67e-07	6.89e-07	2.67e-07	2.55e-07	0	5.2e-06	1.55e-06	0.000134	6.35e-07	0	1.97e-05	9.13e-05	0
7.31e-08	2.15e-06	9.05e-07	6.74e-09	1.75e-06	8.95e-08	0	1.43e-07	2.05e-07	3.31e-07	0	3.28e-06	0	0	1.12e-06	7.17e-07	6.95e-07	2.25e-06	6.01e-08	5.03e-06	9.05e-07	3.31e-07	1.43e-07	0.000206	0	8.46e-05	0.0002	0	0	8.21e-05	0.00043	0.000167
4.02e-07	1.35e-07	1.29e-06	3.06e-08	6.58e-07	4.17e-08	4.11e-08	1.48e-07	1.66e-08	1.76e-07	9.78e-09	1.21e-06	0	0	3.52e-07	1.51e-07	2.05e-07	8.7e-07	1.38e-07	1.87e-06	1.29e-06	1.86e-07	1.89e-07	0	0	1.05e-06	0.000122	1.05e-06	4.74e-05	4.28e-05	8.02e-05	0.000114
3.16e-08	1.14e-07	3.75e-07	3.22e-08	1.53e-06	4.38e-08	1.92e-08	1.22e-07	9.29e-08	1.52e-07	2.12e-08	0	0	0	2.07e-07	2.72e-07	7.7e-08	3.79e-07	3.97e-08	1.53e-06	3.75e-07	1.74e-07	1.41e-07	2.33e-05	3.73e-06	9.84e-06	0.000124	0	0	3.97e-05	0.000114	9.19e-05
