Asc	Asp	Cr	GABA	GPC	GSH	Gln	Glu	Lac	NAA	NAAG	PCh	PCr	PE	Tau	bHB	mI	sI	CrCH2	tCho	tCr	tNAA	Glx	Lip13a	Lip13b	Lip09	MM09	Lip20	MM20	MM12	MM14	MM17
147	14	40	108	36	13	36	999	10	18	30	999	8	10	97	14	5	134	255	36	5	18	36	999	999	999	999	999	999	999	999	999
13	16	11	109	999	15	27	999	13	26	55	13	34	7	138	18	6	999	269	13	3	26	27	999	999	999	999	999	999	999	999	999
9	15	15	105	197	24	30	999	11	19	22	38	74	7	86	17	7	217	294	13	7	19	30	999	999	999	28	999	26	43	36	36
9	21	18	96	999	21	29	999	7	12	18	9	150	8	81	26	4	32	296	9	3	12	29	999	999	999	32	999	31	34	36	40
17	11	12	101	84	11	33	999	10	26	15	42	48	6	213	20	3	999	274	13	4	23	33	999	999	999	27	693	25	30	29	27
48	13	13	96	999	13	26	999	13	58	15	19	13	9	134	20	5	999	270	19	3	43	26	999	999	999	170	999	147	263	999	182
14	18	3	111	999	20	41	999	12	14	20	9	999	7	123	15	5	999	281	9	3	14	41	999	999	999	79	999	79	80	80	80
19	10	25	123	999	9	38	999	9	20	15	14	11	6	307	13	4	999	283	14	2	19	38	999	999	999	30	999	16	999	999	13
19	14	6	124	556	11	30	999	21	14	34	48	999	7	90	11	6	999	274	20	6	15	30	999	91	92	999	95	999	999	999	999
24	16	3	108	999	25	31	999	7	25	18	10	999	9	96	31	5	999	330	10	3	23	31	999	999	999	999	999	999	999	999	999
13	14	12	112	999	10	24	999	8	9	20	8	132	5	231	85	3	999	286	8	2	9	24	999	999	999	26	999	44	153	999	207
13	26	3	136	999	16	26	999	8	8	9	6	999	8	75	11	4	343	323	6	3	8	26	999	999	999	26	999	25	29	21	28
19	15	5	107	201	13	24	999	13	33	25	49	999	8	136	27	6	999	254	18	5	31	24	999	999	999	746	999	336	999	999	999
18	18	49	103	132	12	41	999	10	36	22	39	12	8	144	15	5	999	259	15	5	32	41	999	999	999	103	999	75	298	93	999
14	13	999	111	999	11	36	999	9	15	29	16	18	6	88	11	4	999	271	16	3	15	36	999	999	999	999	999	999	999	999	999
14	13	4	113	999	17	29	999	8	14	20	28	999	6	93	13	4	69	270	16	4	14	29	999	999	999	999	999	999	999	999	999
21	21	8	133	999	25	32	999	10	15	30	11	11	7	169	16	5	999	298	11	3	15	32	999	999	999	157	999	157	157	157	157
15	17	3	104	999	14	26	999	7	12	24	10	999	6	92	16	5	999	284	10	3	12	26	999	999	999	137	999	137	137	137	137
27	999	999	206	999	999	999	184	12	61	999	999	17	17	205	723	4	999	999	999	17	61	184	999	11	18	999	29	999	999	67	999
12	19	999	109	9	18	34	999	16	13	24	999	4	8	104	17	4	999	283	9	4	13	34	999	999	999	70	999	69	73	66	74
28	999	999	122	999	999	999	999	263	999	999	999	14	16	126	67	4	999	271	999	14	999	999	33	999	34	399	37	999	637	94	471
41	16	3	101	999	18	47	999	12	16	21	14	999	10	95	17	5	49	285	14	3	16	47	999	999	999	999	999	999	999	999	999
12	9	16	118	46	10	24	999	10	13	33	88	79	6	143	12	5	999	278	12	6	14	24	999	999	999	35	999	32	40	39	42
13	21	4	102	88	12	39	999	8	11	17	52	999	6	92	12	4	56	259	15	4	11	39	999	999	999	296	999	294	298	296	290
12	14	3	110	10	16	24	999	10	18	20	999	999	8	82	19	4	22	253	10	3	17	24	999	999	999	51	999	48	77	117	91
14	15	35	92	999	17	28	999	17	15	33	29	57	9	132	28	5	999	272	16	5	15	28	999	999	999	37	999	999	214	20	22
20	13	13	107	145	13	24	999	7	16	26	33	37	8	105	16	4	194	262	14	5	16	24	999	999	999	999	999	999	999	999	999
13	12	28	118	701	21	36	999	10	12	27	27	24	7	105	12	5	999	273	13	5	12	36	999	999	999	19	999	19	21	15	23
13	12	23	122	999	13	23	999	19	23	16	11	10	8	135	18	9	999	330	11	4	21	23	999	999	999	65	999	58	108	999	999
14	9	4	117	124	10	24	999	7	16	14	33	999	6	96	14	4	877	294	13	4	15	24	999	999	999	166	999	165	173	133	218
18	10	8	106	999	11	21	999	8	25	15	13	98	6	121	15	5	58	262	13	2	23	21	999	999	999	50	999	316	113	26	21
