Asc	Asp	Cr	GABA	GPC	GSH	Gln	Glu	Lac	NAA	NAAG	PCh	PCr	PE	Tau	bHB	mI	sI	CrCH2	tCho	tCr	tNAA	Glx	Lip13a	Lip13b	Lip09	MM09	Lip20	MM20	MM12	MM14	MM17
0	0.000168	0.000287	0.00013	9.27e-05	0.000127	0.000118	0.001	2.32e-05	0.000941	0.00018	5.06e-05	0.000383	0	0	5.41e-05	0.000642	1.43e-05	0	0.000143	0.000669	0.00112	0.00112	0.00031	1.3e-05	6.72e-05	0.00019	5.62e-05	0.000236	8.23e-05	0.000187	0.000127
5.19e-05	0.000287	0.000353	0.000146	0.000118	0.00015	0.000103	0.001	5.78e-07	0.00106	0.000231	3.18e-05	0.000413	0	0	2.31e-05	0.000666	0	5.33e-05	0.00015	0.000766	0.00129	0.00111	0.000392	0	0.000129	0.000215	6.12e-05	0	6.83e-05	0.000118	5.89e-05
0.000158	0.000243	0.000322	0.000117	0	7.1e-05	6.97e-05	0.000862	5.29e-05	0.00086	0.000181	0.000145	0.000433	0	0.000151	2.37e-06	0.000621	5.04e-05	0	0.000145	0.000755	0.00104	0.000932	0.00193	0	0.000421	0	6.9e-05	0	6.26e-06	0.000285	0
0.000179	0.000179	0.000428	0.000106	6.15e-05	6.37e-05	3.89e-05	0.000712	4e-05	0.000768	0.000335	7.56e-05	0.000256	0	4.41e-05	2.44e-06	0.000542	4.44e-05	2.28e-05	0.000137	0.000683	0.0011	0.00075	0.0013	0	0.000227	1.16e-05	0	5.1e-05	3.27e-05	0.000168	0.000168
0.000131	0.000195	0.000436	4.59e-05	2.88e-05	8.97e-05	0.000105	0.00084	4.53e-05	0.00102	0.000191	0.000137	0.000303	0	0.000115	0	0.000704	1.78e-05	0	0.000166	0.000739	0.00121	0.000946	0.00584	0	0.00166	0.00171	0	9.81e-05	0.000976	0.00161	0.00052
0.000223	0.000236	0.000267	0.000103	4.53e-05	6.62e-05	4.72e-05	0.000792	6e-05	0.000931	0.0002	9.73e-05	0.00041	0	0.000124	0	0.000658	7.63e-06	0	0.000143	0.000678	0.00113	0.000839	0.00133	0	0.000652	0.000336	0	0.000195	0.000575	0.000403	0
0.000164	0.000216	0.000254	0.000189	4.95e-05	9.97e-05	6.74e-05	0.000907	3.92e-05	0.000759	0.000187	9.42e-05	0.000452	0	5.3e-05	1.31e-05	0.000692	1.75e-05	2.76e-05	0.000144	0.000706	0.000946	0.000975	0.000527	0	0.000201	2.87e-05	8.83e-06	0	2.75e-05	0.000249	0
0.000189	0.000158	0.000244	0.000105	0	8.36e-05	5.61e-05	0.000933	5.99e-05	0.000959	0.000201	0.000136	0.000481	0	0.000109	5.51e-06	0.000743	2.2e-05	0	0.000136	0.000725	0.00116	0.000989	0.00101	0	0.000207	0	0.000144	0	5.46e-05	0.000632	0.000276
0.000168	0.000229	0.000299	0.000132	2.59e-05	7.28e-05	5.96e-05	0.000826	4.01e-05	0.000977	8.42e-05	0.000125	0.000427	0	0.000124	1.19e-05	0.00071	4.63e-05	0	0.000151	0.000726	0.00106	0.000886	0.0106	0	0.00158	0	0	5.5e-05	0	0.00101	0.000626
0.000121	0.000204	0.000327	0.000103	0	4.9e-05	0.000114	0.000715	3.06e-05	0.000885	5.49e-05	0.000149	0.000374	0.000147	8.34e-05	1.9e-05	0.000687	4.68e-05	0	0.000149	0.000701	0.00094	0.000829	0.00185	0	0.000482	0.000692	0	0	0.000541	0.00102	0.00022
