Asc	Asp	Cr	GABA	GPC	GSH	Gln	Glu	Lac	NAA	NAAG	PCh	PCr	PE	Tau	bHB	mI	sI	CrCH2	tCho	tCr	tNAA	Glx	Lip13a	Lip13b	Lip09	MM09	Lip20	MM20	MM12	MM14	MM17
0	1.65e-08	2.76e-07	1.09e-08	0	1.2e-08	1.98e-08	5.28e-08	0	6.35e-08	0	0	0	0	1.68e-08	0	9.5e-09	0	2.76e-08	0	2.76e-07	6.35e-08	7.26e-08	1.9e-05	1.2e-05	1.05e-05	0.00011	7.11e-06	6.12e-06	2.89e-05	7.93e-05	0
2.29e-08	2e-09	3.08e-07	9.39e-09	4.76e-09	9.25e-09	1.09e-08	4.41e-08	0	4.93e-08	1.94e-09	0	0	0	1.2e-08	5.2e-10	0	7.18e-07	2.96e-08	4.76e-09	3.08e-07	5.12e-08	5.51e-08	2.51e-05	0	7.45e-06	9.85e-05	2.85e-06	9.55e-06	2.85e-05	0.0001	4.29e-05
0	0	0	8.52e-09	0	8.64e-09	1.32e-08	4.05e-08	1.76e-09	4.11e-08	8.36e-09	2.67e-07	0	0	3.18e-08	1.35e-08	0	0	1.84e-09	2.67e-07	0	4.95e-08	5.37e-08	1.76e-05	6.64e-07	8.13e-06	8.29e-05	4.08e-06	0	2.67e-05	0	0
6.27e-08	2.98e-08	0	8.86e-09	8.49e-09	7.18e-09	9.5e-09	4.13e-08	0	4.52e-08	7.95e-09	2.91e-07	5.34e-09	0	4.64e-08	1.48e-08	0	3.41e-07	0	2.99e-07	5.34e-09	5.31e-08	5.08e-08	3.54e-05	0	1.87e-05	9.73e-05	9.42e-06	0	4.29e-05	3.1e-05	0
2.36e-07	1.03e-08	0	7.13e-09	0	9.98e-09	1.65e-08	4.98e-08	0	4.55e-08	6.39e-09	7.66e-08	0	0	2.01e-08	0	3.56e-08	0	2e-09	7.66e-08	0	5.19e-08	6.63e-08	1.85e-05	0	6.85e-06	9e-05	3.14e-06	0	3.09e-05	5.98e-05	2.42e-05
0	1.23e-08	0	7.65e-09	0	1e-08	1.53e-08	4.64e-08	6.16e-09	4.35e-08	5.79e-09	4.73e-08	5.79e-08	0	1.28e-08	0	0	0	5.77e-09	4.73e-08	5.79e-08	4.93e-08	6.18e-08	1.44e-05	0	4.96e-06	9.99e-05	2.58e-06	0	2.25e-05	3.12e-05	4.78e-05
2.13e-07	0	0	9.34e-09	0	1.04e-08	2e-08	5.32e-08	0	4.46e-08	1.21e-08	3.94e-07	0	0	9.18e-08	3.41e-08	1.46e-08	4.94e-07	3.98e-10	3.94e-07	0	5.67e-08	7.32e-08	0	2.6e-05	8.17e-06	0.000111	6.05e-06	8.51e-05	1.82e-05	8.83e-05	0
9.02e-09	0	0	1.15e-08	0	1.17e-08	1.52e-08	5.86e-08	0	5.01e-08	7.15e-09	1.74e-07	0	0	2.14e-08	1.19e-09	0	0	0	1.74e-07	0	5.73e-08	7.38e-08	1.31e-05	0	3.59e-06	9.49e-05	2.15e-06	3.89e-06	1.3e-05	2.78e-06	0
6.3e-08	1.19e-08	0	1.06e-08	0	1.09e-08	1.69e-08	6.16e-08	0	5.65e-08	1.22e-08	2.5e-07	0	0	2.2e-08	1.16e-08	1.58e-08	6.09e-07	3.84e-09	2.5e-07	0	6.86e-08	7.85e-08	0	0	0	0.000124	4.85e-11	1.75e-05	1.07e-05	4.84e-05	0
0	1.66e-08	0	9.58e-09	0	1.12e-08	1.54e-08	5.82e-08	0	5.24e-08	1.06e-08	4.01e-07	0	0	5.78e-08	1.5e-08	0	2.48e-07	2.29e-09	4.01e-07	0	6.3e-08	7.37e-08	1.61e-05	6.17e-06	8.04e-06	0.000117	4.96e-06	8.72e-06	3.16e-05	7.54e-05	0
7.92e-07	1.63e-09	0	1.13e-08	0	1.08e-08	1.43e-08	5.09e-08	3.59e-09	5.37e-08	8.17e-09	9.67e-08	0	0	1.64e-08	0	0	6.83e-07	0	9.67e-08	0	6.18e-08	6.53e-08	0	0	0	9.61e-05	3.98e-11	6e-05	6.19e-06	0	1.38e-05
4.18e-07	0	0	9.62e-09	0	1.14e-08	1.75e-08	5.32e-08	3.12e-09	5.18e-08	1.08e-08	1.05e-07	0	0	3.31e-08	5.03e-09	2.69e-08	0	0	1.05e-07	0	6.26e-08	7.07e-08	0	0	1.01e-11	9.74e-05	3.89e-11	4.55e-05	1.2e-05	1.67e-05	0
4.47e-07	0	0	9.75e-09	0	9.96e-09	1.63e-08	5.98e-08	0	4.75e-08	1.06e-08	4.51e-07	0	0	1.3e-07	1.97e-08	4.62e-08	4.18e-07	2.47e-09	4.51e-07	0	5.8e-08	7.61e-08	6.5e-05	3.35e-06	2.04e-05	0.000111	1.89e-05	5.44e-05	2.44e-05	7.14e-05	0
8.61e-08	0	0	6.96e-09	0	9.75e-09	1.58e-08	6.06e-08	0	5.51e-08	8.52e-09	2.4e-07	0	0	5.87e-08	8.48e-09	4.58e-08	0	0	2.4e-07	0	6.36e-08	7.63e-08	1.21e-05	6.22e-06	4.25e-06	0.000117	7.68e-06	0.000159	2.98e-05	5.36e-05	0
0	0	0	8.7e-09	0	8.34e-09	1.57e-08	5.04e-08	0	5.06e-08	8.79e-09	4.28e-07	0	0	2.15e-07	2.73e-09	0	3.21e-06	4.32e-10	4.28e-07	0	5.94e-08	6.61e-08	0	9.65e-06	3.03e-06	0.00011	3.12e-06	0.00013	2.22e-05	4.13e-05	0
0	1.63e-08	0	1.09e-08	0	9.19e-09	1.66e-08	5.28e-08	0	4.95e-08	8.29e-09	6.64e-08	8.72e-08	0	1.8e-08	1.22e-08	0	0	6.6e-09	6.64e-08	8.72e-08	5.78e-08	6.93e-08	0	7.92e-06	2.39e-06	9.54e-05	8.63e-07	1.43e-05	2.1e-05	4.11e-05	0
0	4.1e-09	0	9.59e-09	0	1.01e-08	1.36e-08	5.01e-08	0	5.77e-08	7.88e-09	8.27e-08	0	0	2.58e-08	6.83e-09	0	4.12e-07	3.25e-09	8.27e-08	0	6.56e-08	6.36e-08	1.84e-05	1.88e-06	5.46e-06	0.000112	5.84e-06	0	3.23e-05	5.87e-05	0
0	1.41e-08	1.72e-07	1.02e-08	1.68e-08	8.63e-09	5.52e-09	5.07e-08	0	6.69e-08	7.85e-09	0	0	2.51e-08	1.48e-08	3.54e-08	0	5.87e-07	1.72e-08	1.68e-08	1.72e-07	7.47e-08	5.63e-08	0	1.69e-05	4.03e-06	0.000136	3.04e-06	0	3.29e-05	0.000109	0
0	0	0	8.37e-09	0	1.34e-08	1.09e-08	3.65e-08	0	3.95e-08	7e-09	7.76e-07	0	0	2.58e-07	2.72e-08	0	4.13e-06	0	7.76e-07	0	4.65e-08	4.74e-08	0	0	6.97e-07	0.000137	1.63e-06	6.82e-05	3.09e-05	5.97e-05	0.000157
0	1.72e-10	7.39e-08	1.06e-08	0	1.08e-08	7.51e-09	3.62e-08	0	4.5e-08	1.51e-09	3.76e-08	0	0	1.71e-08	2.24e-08	0	0	7.38e-09	3.76e-08	7.39e-08	4.65e-08	4.37e-08	2.01e-05	0	6.86e-06	0.0001	3.41e-06	0	2.94e-05	6.83e-05	8.45e-05
